item_id,cluster,pattern_type,forecast_strategy,wape_spec,wape_base,rmse_spec,rmse_base
FOODS_2_087,0,Burst,no_adjustment,1.4469387755102046,1.4469387755102046,1.9532155591250453,1.9532155591250453
HOUSEHOLD_2_236,0,Burst,no_adjustment,0.6717687074829931,0.6717687074829931,1.4272315144777201,1.4272315144777201
HOBBIES_2_074,0,Burst,no_adjustment,0.699248120300752,0.699248120300752,1.0973065354098013,1.0973065354098013
HOBBIES_2_020,0,Burst,no_adjustment,0.669387755102041,0.669387755102041,1.037559931880996,1.037559931880996
HOBBIES_2_022,0,Burst,no_adjustment,1.3293650793650797,1.3293650793650797,0.9721898277725858,0.9721898277725858
HOBBIES_2_052,0,Burst,no_adjustment,1.1071428571428572,1.1071428571428572,1.8995837352817426,1.8995837352817426
HOUSEHOLD_2_334,0,Burst,no_adjustment,2.438095238095238,2.438095238095238,1.4083388680807394,1.4083388680807394
HOBBIES_2_062,0,Burst,no_adjustment,0.8461538461538461,0.8461538461538461,1.4516001023501126,1.4516001023501126
HOUSEHOLD_2_294,0,Burst,no_adjustment,1.6883116883116889,1.6883116883116889,1.4880476182856899,1.4880476182856899
HOUSEHOLD_2_233,0,Burst,no_adjustment,0.9867109634551494,0.9867109634551494,2.0089087300607478,2.0089087300607478
FOODS_1_093,0,Burst,no_adjustment,0.8571428571428572,0.8571428571428572,1.0467393492680606,1.0467393492680606
FOODS_2_068,4,Burst,no_adjustment,0.5555555555555556,0.5555555555555556,1.4516001023501126,1.4516001023501126
HOBBIES_2_116,0,Burst,no_adjustment,0.574468085106383,0.574468085106383,1.2555997022319245,1.2555997022319245
HOUSEHOLD_2_474,0,Burst,no_adjustment,0.9480519480519476,0.9480519480519476,0.9689042833036097,0.9689042833036097
HOBBIES_2_004,0,Burst,no_adjustment,0.8446428571428569,0.8446428571428569,1.7176306652015785,1.7176306652015785
FOODS_1_008,4,Burst,no_adjustment,0.5058139534883721,0.5058139534883721,1.800297594446937,1.800297594446937
HOBBIES_1_175,0,Burst,no_adjustment,1.8976190476190469,1.8976190476190469,2.251133501331346,2.251133501331346
FOODS_2_127,0,Burst,no_adjustment,0.6173469387755103,0.6173469387755103,1.4586127040472954,1.4586127040472954
HOBBIES_1_303,0,Burst,no_adjustment,0.8829787234042553,0.8829787234042553,1.6610022791762122,1.6610022791762122
FOODS_2_389,0,Burst,no_adjustment,0.7413793103448276,0.7413793103448276,1.8968959606985,1.8968959606985
FOODS_2_207,4,Burst,no_adjustment,0.7307692307692305,0.7307692307692305,1.7068290207640746,1.7068290207640746
HOBBIES_1_314,0,Burst,no_adjustment,0.7277992277992277,0.7277992277992277,1.1355795068274745,1.1355795068274745
FOODS_2_111,0,Burst,no_adjustment,0.7006802721088435,0.7006802721088435,1.7684883433057064,1.7684883433057064
HOUSEHOLD_2_249,0,Burst,no_adjustment,1.0844155844155845,1.0844155844155845,0.9502953354035761,0.9502953354035761
HOBBIES_1_263,0,Burst,no_adjustment,0.9523809523809528,0.9523809523809528,1.7419640568938857,1.7419640568938857
HOUSEHOLD_1_092,0,Burst,no_adjustment,0.7232142857142856,0.7232142857142856,2.4309337250345195,2.4309337250345195
HOBBIES_1_112,0,Burst,no_adjustment,0.6474164133738602,0.6474164133738602,1.3496031162636566,1.3496031162636566
FOODS_2_305,0,Burst,no_adjustment,0.6405152224824354,0.6405152224824354,1.6393596310755003,1.6393596310755003
HOBBIES_2_133,4,Burst,no_adjustment,1.0,1.0,4.075186235884546,4.075186235884546
